country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Saint Pierre and Miquelon,Northeast,Northeast,East,West,East,East,South,South,South,South,Northeast,Southwest,Northwest,Northeast,Northeast,Southwest,Northeast,Northeast,South,Northeast,Northeast,Southwest,East,Southwest,Northeast,South,Northeast,East,Southeast,South,Northeast,South,North,Northeast,East,Northeast,East,North,East,Northwest,Southeast,Southwest,East,East,South,North,Northeast,Northeast,Southwest,East,West,Southwest,Southeast,Northeast,Southwest,South,Northeast,Northeast,East,Northeast,East,South,Southwest,Southwest,East,Southwest,East,East,Northeast,East,East,South,Northeast,West,Northeast,East,South,West,Southeast,East,Southeast,Northeast,Northeast,Northeast,East,East,East,North,South,South,Northwest,Southwest,Northeast,Southeast,Southeast,South,Southwest,Southeast,Southwest,North,Northeast,Northeast,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,East,Southwest,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,North,Northeast,Northeast,Southeast,Southeast,East,Northeast,Northeast,Northeast,North,East,East,Northeast,Northeast,East,East,Northwest,South,East,East,East,West,Northwest,Northeast,East,North,Northeast,South,East,East,Southeast,Northwest,Northeast,Northeast,Northwest,West,Southwest,East,East,West,West,North,Northeast,North,Northeast,Northeast,Northeast,North,Northeast,Southwest,Northwest,South,South,North,Southwest,Northeast,East,South,Northeast,East,Northeast,North,East,East,Southeast,South,South,0,South,West,Northeast,East,Northeast,Southeast,Northeast,East,Southeast,Northeast,Northeast,Northeast,Northwest,East,Southeast,South,North,East,Northeast,East,South,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,North,East,West,West,South,East,Northeast,Northeast,Southwest,Northwest,South,East,Northeast,Northeast,Northeast,West,South,Northeast,Northwest,East,South,North,West,East,East,East,East
Saint Vincent and the Grenadines,Northeast,Northeast,Northeast,West,Northeast,East,North,South,North,South,Northeast,West,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,East,Northeast,Northeast,West,East,North,Northeast,South,Northeast,Southeast,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,East,East,Southwest,East,West,West,East,Northeast,Northwest,West,Northeast,Northeast,East,Northeast,East,North,Northwest,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,Southwest,North,Northwest,West,Northeast,East,East,South,Northwest,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,North,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,North,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,Southwest,North,Southwest,Northeast,Northeast,Northwest,Northeast,East,Northeast,North,East,East,Southeast,North,North,North,0,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,South,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southwest,North,West,East,East,East,East
Samoa,Northwest,North,North,East,North,South,East,South,East,Southeast,Northwest,East,West,North,Northwest,Northeast,Northwest,West,East,North,North,East,Southeast,Northeast,Northwest,East,North,Southwest,South,Southeast,West,East,West,Northwest,East,West,Southwest,West,Southwest,Northeast,East,East,Southwest,West,Southeast,Northwest,West,West,East,Southwest,Southeast,East,Southeast,North,East,East,Northwest,North,Southwest,North,West,East,East,East,Northwest,East,South,West,North,Southwest,West,Southeast,North,West,North,North,East,East,Southwest,South,East,Northwest,Northwest,North,Southeast,Northeast,Northwest,North,East,East,Northwest,East,North,East,East,East,East,Southwest,East,Northwest,North,North,West,West,Northwest,Northwest,North,North,Northwest,North,East,Northwest,North,Northwest,Northwest,West,North,North,Northwest,Northwest,West,North,Northwest,Southwest,East,Northwest,North,North,North,Northwest,Southwest,Southwest,West,West,East,North,Northwest,East,Northeast,Southwest,Southwest,Northeast,Northwest,Northwest,North,Northwest,North,East,Northeast,Southwest,South,Northwest,Northwest,North,West,South,East,North,South,South,Southwest,Northwest,North,Northwest,North,West,Northwest,West,Northwest,East,West,Southeast,East,West,East,North,Northeast,East,Northwest,Southwest,North,Northwest,Southwest,Southwest,Southeast,East,East,Northeast,East,0,North,South,West,East,North,West,East,West,North,North,West,West,South,Southeast,Northwest,North,West,West,East,North,North,North,Northwest,Northwest,Northwest,Southwest,West,West,Southeast,North,South,East,North,Northwest,Northwest,East,Northwest,East,Southwest,Northwest,West,North,Northeast,Southeast,Northwest,West,North,East,West,West,Northeast,West,Southwest,Southwest
San Marino,East,Southeast,Southwest,North,West,South,West,South,West,Southwest,East,West,East,North,East,West,East,East,West,Northeast,Northwest,West,South,West,East,West,East,South,South,Southwest,Southeast,West,East,East,Southwest,East,Southeast,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,Northeast,West,West,East,North,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,South,Southeast,Southwest,Northwest,Northeast,North,West,West,Northwest,Southeast,South,Southwest,Southeast,East,North,South,Southwest,Southeast,Northwest,West,West,Northeast,West,Northwest,Southwest,Southwest,West,West,Southeast,West,Northeast,Northeast,Northwest,East,East,East,East,Northwest,Northwest,Southeast,South,West,Northeast,Northwest,Southeast,Northeast,Southeast,North,East,East,East,East,Northeast,East,South,Southwest,South,Northwest,Northeast,Northwest,Northeast,Southeast,Southeast,East,East,Southwest,South,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Northeast,West,Northeast,East,West,Southwest,Southeast,South,Northeast,East,Northwest,Northeast,East,West,South,South,North,Northeast,Northeast,East,Northeast,North,East,East,Northeast,Southeast,West,Northeast,Southwest,West,Northeast,West,Northeast,West,West,East,South,East,Northeast,Southeast,Southeast,South,West,West,Northwest,West,North,0,South,Southeast,Southwest,East,Southeast,Southwest,East,Northeast,Northeast,Northeast,Southeast,South,Southwest,Northeast,West,East,Southeast,West,North,North,Northwest,East,Northeast,East,Southeast,East,East,South,North,North,West,South,East,East,West,Northeast,West,Southeast,Northeast,East,Northwest,Northwest,Southwest,East,Northeast,South,West,East,North,Southwest,Southeast,South,South
Sao Tome and Principe,Northeast,North,North,South,North,Southeast,West,South,West,Southwest,Northeast,West,Southeast,North,Northeast,Northwest,Northeast,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,Southeast,South,West,East,West,East,North,Northwest,East,East,East,Northeast,Northwest,Northwest,West,Northeast,Northeast,Southwest,Northeast,East,East,West,East,Southwest,West,Northwest,North,West,West,Northeast,North,East,North,East,West,West,West,Northeast,West,East,Northeast,North,Southeast,East,Southwest,North,Southeast,North,North,West,Southwest,Southeast,East,Northwest,Northeast,Northeast,North,Northwest,North,North,North,West,West,East,West,North,Northwest,Northwest,West,West,Southeast,West,Northeast,North,North,East,East,Northeast,Northeast,North,North,Northeast,North,West,Northeast,North,Northeast,Northeast,East,Southwest,North,Northeast,Northeast,East,North,Northeast,Southeast,West,North,North,North,North,Northeast,Southeast,Southeast,East,East,Northwest,North,Northeast,West,Northwest,Southeast,East,Northwest,East,North,North,Northeast,North,West,North,Southeast,Southeast,East,Northeast,North,Southeast,South,West,North,North,South,Southeast,Northeast,North,Northeast,North,Northeast,Northeast,East,Northeast,West,East,Southwest,West,East,Southwest,North,North,West,Northeast,East,North,Northeast,East,Southeast,Southwest,West,West,Northwest,West,South,North,0,Northeast,Northwest,North,East,Northwest,East,North,North,East,East,Southeast,Southwest,Northeast,North,East,Northeast,West,North,North,North,Northeast,Northeast,Northeast,East,East,East,Northwest,South,South,West,North,Northeast,Northeast,West,Southeast,West,East,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,South,Northwest,East,Southeast,Southeast
Saudi Arabia,Northeast,Northwest,West,East,Northwest,Southwest,Northwest,South,Northwest,Southwest,North,West,Southeast,Northwest,North,Northwest,Northeast,East,West,North,Northwest,Northwest,West,Northwest,East,West,Northwest,Southwest,Southwest,West,Southeast,Northwest,East,Northwest,West,East,Southwest,East,West,North,West,Northwest,Southwest,West,Southwest,Northeast,Southeast,Southeast,West,South,East,Northwest,West,Northwest,Northwest,West,Northwest,Northwest,Southwest,Northwest,South,West,Northwest,West,West,Northwest,Southwest,Southwest,North,South,South,Southwest,Northwest,East,North,Northwest,West,East,South,Southwest,West,Northwest,North,Northwest,West,Northwest,Northwest,North,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,East,Northwest,Northwest,East,East,Northeast,North,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,Northwest,Northwest,Northeast,South,Northeast,Northwest,North,Northeast,East,North,Northwest,South,West,West,Northwest,North,Northwest,East,South,South,East,Southeast,West,Northwest,Northeast,West,West,South,South,Northwest,East,Northwest,Northwest,Northeast,Northwest,West,West,South,Southwest,East,East,Northwest,East,Southeast,Northwest,West,West,East,East,Northeast,Northwest,East,Northwest,East,East,East,Northwest,Northwest,East,West,West,East,West,Northwest,Northwest,Northwest,East,Southwest,Northwest,Northeast,Southwest,South,Southwest,Northwest,West,Northwest,West,East,Northwest,Southwest,0,West,Northwest,South,West,East,Northwest,Northwest,East,South,South,Southwest,Northeast,Northwest,East,Southwest,West,North,North,Northwest,Northwest,East,Northeast,South,East,East,West,East,East,West,Northwest,Northwest,Northeast,Northwest,East,Northwest,Southwest,North,East,Northwest,Northwest,Southwest,Northeast,East,Northwest,West,East,East,West,South,Southwest,South
Senegal,Northeast,Northeast,Northeast,West,Northeast,Southeast,West,South,West,Southwest,Northeast,West,Southeast,Northeast,Northeast,West,East,Northeast,West,Northeast,North,West,East,Northwest,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,East,Northeast,East,East,East,Northwest,West,West,East,East,Southwest,Northeast,East,East,West,East,West,West,Southeast,Northeast,West,West,Northeast,Northeast,Southeast,North,East,West,West,West,Northeast,West,Southeast,East,Northeast,Southeast,East,Southwest,North,West,North,North,West,West,Southeast,Southeast,Southwest,Northeast,Northeast,Northeast,Southeast,North,Northeast,North,West,West,Northeast,West,North,Southeast,South,West,West,Southeast,West,Northeast,Northeast,North,East,East,Northeast,Northeast,North,North,Northeast,Northeast,West,Northeast,North,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,Southeast,Northeast,Northeast,Northeast,North,Northeast,Southeast,Southeast,East,East,East,Northeast,North,West,Northeast,Southeast,East,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Southeast,Southeast,North,Northeast,North,South,South,West,East,East,West,South,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,Northeast,West,East,Southwest,West,Northeast,West,Northeast,North,West,East,Southeast,Northeast,Northeast,East,Southeast,South,West,West,Northwest,West,West,Northeast,Southeast,East,0,Northeast,East,Southeast,East,Northeast,Northeast,Northeast,East,Southeast,South,Northeast,North,East,East,West,North,North,Northeast,Northeast,Northeast,Northeast,East,Northeast,East,East,West,Southwest,West,Northeast,Northeast,Northeast,West,Northwest,West,East,Northeast,East,North,Northwest,Southwest,Northeast,Southwest,Northeast,West,Northeast,West,North,East,Southeast,Southeast
Serbia,East,South,Southwest,North,West,South,West,South,West,Southwest,East,West,East,Northwest,East,Northwest,Southeast,East,West,Northeast,Northwest,Northwest,Southwest,West,East,West,West,South,South,West,Southeast,West,East,East,Southwest,East,South,East,South,Northwest,West,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,West,West,West,Southeast,Northwest,South,Northwest,Southeast,West,West,West,Southeast,Northwest,South,Southeast,North,South,Southeast,Southwest,Northwest,Northeast,North,West,West,North,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,West,South,Northwest,West,West,Northeast,Northwest,Northwest,Southwest,Southwest,West,West,Southeast,Northwest,East,North,Northwest,East,East,East,Southeast,Northwest,Northwest,Southeast,West,West,Northeast,Northwest,Southeast,Northeast,Southeast,North,South,Southeast,East,East,North,Southeast,South,Southwest,South,Northwest,North,Northwest,East,Southeast,South,East,Southeast,Southwest,Southwest,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Northeast,West,Northeast,Southwest,West,West,South,South,Northeast,East,Northwest,Northeast,East,West,Southwest,South,Northeast,East,Northeast,South,Northeast,North,Southeast,East,East,Southeast,West,East,Southwest,West,East,Northwest,North,West,West,Southeast,South,Northeast,Northeast,South,Southeast,Southwest,West,West,Northwest,West,Northeast,West,South,Southeast,Southwest,0,Southeast,Southwest,East,North,Northwest,Northeast,Southeast,South,Southwest,Northeast,West,East,South,West,North,North,West,Southeast,Northeast,East,South,East,East,Southwest,North,Northeast,West,Southwest,East,East,West,Northeast,West,South,Northeast,Southeast,Northwest,Northwest,Southwest,East,Northeast,West,West,East,Northeast,Southwest,Southeast,South,South
Seychelles,North,Northwest,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,Southeast,Northwest,North,Northwest,North,Northeast,West,North,Northwest,West,West,Northwest,Northeast,West,Northwest,Southwest,Southwest,West,East,West,East,Northwest,West,Northeast,West,East,West,North,West,Northwest,West,Northwest,Southwest,Northeast,East,East,West,Southwest,Southeast,West,West,Northwest,Northwest,West,Northwest,Northwest,West,Northwest,Northwest,West,West,West,Northwest,West,West,Northwest,North,Southwest,Northwest,Southwest,Northwest,East,North,Northwest,West,Southeast,South,West,West,Northwest,North,Northwest,West,Northwest,Northwest,North,West,West,East,West,Northwest,West,West,West,West,South,West,Northeast,Northwest,Northwest,Northeast,East,North,North,Northwest,Northwest,Northwest,Northwest,West,Northeast,Northwest,Northwest,North,West,East,Northwest,North,North,Northeast,North,Northwest,Southwest,West,Northwest,Northwest,North,Northwest,Northeast,Southwest,Southwest,East,Northeast,Northwest,Northwest,East,West,Northwest,South,Southwest,Northwest,East,North,Northwest,Northeast,Northwest,West,Northwest,Southwest,Southwest,East,Northeast,Northwest,Southeast,Southeast,West,Northwest,West,Southeast,Southeast,Northeast,Northwest,East,North,North,North,East,Northwest,West,East,Southwest,West,East,South,Northwest,Northwest,West,North,West,Northwest,North,West,South,Southwest,West,West,Northwest,West,East,Northwest,West,North,West,Northwest,0,West,East,Northwest,Northwest,East,Northwest,Southwest,Southwest,Northeast,Northwest,Northeast,Northwest,West,North,North,Northwest,North,Northeast,North,West,Northeast,East,West,East,Southeast,West,Northwest,North,North,Northwest,East,West,West,North,North,Northwest,Northwest,Southwest,North,East,Northwest,West,East,East,Northwest,North,West,Southwest
Sierra Leone,Northeast,Northeast,Northeast,West,North,Southeast,West,South,West,Southwest,Northeast,West,Southeast,Northeast,Northeast,Northwest,Northeast,Northeast,West,Northeast,North,West,East,Northwest,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,East,Northeast,East,East,East,Northwest,Northwest,West,East,East,Southwest,Northeast,East,East,West,East,Southwest,West,East,Northeast,West,West,Northeast,Northeast,East,North,East,West,West,West,Northeast,West,East,East,North,Southeast,East,Southwest,North,Southwest,North,North,West,West,Southeast,East,Northwest,Northeast,Northeast,North,East,North,Northeast,North,West,West,Northeast,West,North,Northeast,Northwest,West,West,Southeast,West,Northeast,Northeast,North,East,East,Northeast,Northeast,North,North,Northeast,Northeast,West,Northeast,North,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,Southeast,Northeast,North,Northeast,North,Northeast,Southeast,Southeast,East,East,Northeast,Northeast,North,West,North,Southeast,East,Northwest,Northeast,Northeast,North,Northeast,Northeast,West,North,Southeast,Southeast,North,Northeast,North,South,South,West,Northeast,East,Southwest,South,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,Northeast,West,East,Southwest,West,Northeast,Southwest,Northeast,North,West,Northeast,East,Northeast,Northeast,East,Southeast,South,West,West,Northwest,West,West,Northeast,Southeast,Northeast,Northwest,Northeast,East,0,East,Northeast,Northeast,East,East,Southeast,South,Northeast,North,East,East,West,North,North,North,Northeast,Northeast,Northeast,East,East,East,East,West,Southwest,West,Northeast,Northeast,Northeast,West,West,West,East,Northeast,East,North,Northwest,Southwest,Northeast,South,Northeast,West,East,West,North,East,Southeast,Southeast
Singapore,Northwest,Northwest,Northwest,East,Northwest,West,Northwest,South,Northwest,South,Northwest,Northwest,Southeast,Northwest,Northwest,North,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,West,North,Northwest,Southwest,Northwest,Southwest,Southwest,Southwest,West,Northwest,East,Northwest,West,North,West,North,West,North,West,North,West,West,South,North,South,Southwest,North,West,East,Northeast,West,Northwest,North,Northwest,Northwest,Northwest,West,Northwest,West,Northwest,North,East,Northwest,Northeast,West,West,Northwest,Southwest,West,South,Northwest,East,Northwest,Northwest,West,East,Southwest,West,West,Northwest,Northwest,Northwest,West,Northwest,Northwest,North,Northwest,Northwest,East,Northeast,Northwest,West,West,West,North,South,Northeast,Northeast,Northwest,North,Northwest,East,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,North,Northeast,Northwest,Northwest,Northwest,West,East,Northwest,Northwest,Northwest,North,Northwest,Northwest,Southwest,West,Northwest,Northwest,Northwest,Northwest,Northeast,Southwest,West,Northwest,West,West,Northwest,East,Northwest,Northwest,Southwest,West,Northeast,East,Northwest,Northwest,North,Northwest,Northwest,Northwest,West,Southwest,East,Northwest,Northwest,Southeast,Southeast,Northeast,West,West,East,Southeast,Northeast,Northwest,Northeast,Northwest,Northwest,Northwest,East,Northwest,Northeast,East,Southwest,South,Northeast,Southeast,Northwest,Northwest,Northwest,Northwest,West,Northwest,North,West,Southwest,Southwest,Northwest,Northwest,North,Northwest,East,Northwest,West,Northwest,West,Northwest,West,West,0,Northwest,Northwest,East,West,Southwest,Southwest,Northeast,Northwest,West,West,West,North,Northwest,Northwest,Northwest,Northeast,Northwest,West,North,Southeast,West,East,East,Northwest,Northwest,Northwest,Northwest,North,East,Northwest,West,Northwest,Northwest,Northwest,Northeast,Southwest,Northwest,East,Northwest,Northwest,North,East,Northwest,West,West,West
